SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,123,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,121,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,123,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,124,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,730657,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,132396,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,268204,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,4195745,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,121,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,121,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,122,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,122,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,122,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,121,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,1178190,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,153400,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,282882,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,86565,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,215439,Buy,,68.18,,,,
TOKYOPLAST,,,,,Tokyo Plast International Limited,PRITI HARESH SHAH,101016,Buy,,68.18,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund,8258670,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,289175383,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,95014296,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,26651722,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,16214751,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,978815673,Sell,,71.12,,,,
TRANSRAILL,,,,,Transrail Lighting Limited,Asiana Fund I,148388661,Sell,,71.12,,,,
TRANSTEEL,,,,,,,,,,,N,SM,TRANSTEEL SEATING TECH L,130.3
TRANSWIND,,,,,,,,,,,N,SM,TRANSWIND INFRA LIMITED,15.4
TREEHOUSE,,,,,Tree House Education & Accessories Limited,Abhishek Bhatia,1097070,Buy,,22.29,,,,
TREEHOUSE,,,,,Tree House Education & Accessories Limited,Abhishek Bhatia,248400,Buy,,22.29,,,,
TREEHOUSE,,,,,Tree House Education & Accessories Limited,Abhishek Bhatia,1087,Buy,,22.29,,,,
TREEHOUSE,,,,,Tree House Education & Accessories Limited,Abhishek Bhatia,1087,Buy,,22.29,,,,
TREJHARA,,,,,TREJHARA SOLUTIONS LIMITED,VIMAL GAMBHIRBHAI GARACHH,2462800,Buy,,23.07,,,,
TREJHARA,,,,,TREJHARA SOLUTIONS LIMITED,VIMAL GAMBHIRBHAI GARACHH,2067681,Buy,,23.07,,,,
TRENT,"4,796.00","4,806.90","4,760.00","4,783.30",Trent Limited,RAJNIKANT A. SHAH,13806065,Sell,,37.01,,,,
TROM,,,,,,,,,,,N,SM,TROM INDUSTRIES LIMITED,93.3
TRUST,,,,,,,,,,,N,SM,TRUST FINTECH LIMITED,48.95
TSC,,,,,,,,,,,N,SM,TSC INDIA LIMITED,61.6
TTL,,,,,T T Limited,HARDIN JAIN,88270,Buy,,49.91,,,,
TTL,,,,,T T Limited,HARDIN JAIN,88270,Buy,,49.9,,,,
TTL,,,,,T T Limited,HARDIN JAIN,146373,Buy,,49.91,,,,
TTL,,,,,T T Limited,HARDIN JAIN,146373,Buy,,49.9,,,,
TUNWAL,,,,,,,,,,,N,SM,TUNWAL E-MOTORS LIMITED,32.9
UDS,,,,,Updater Services Limited,RAGHUNANDANA TANGIRALA,4931700,Buy,,58.91,,,,
UGARSUGAR,,,,,The Ugar Sugar Works Limited,CHANDAN SANJEEV SHIRGAOKAR,1810087,Buy,,46.73,,,,
UGARSUGAR,,,,,The Ugar Sugar Works Limited,S S SHIRGAONKAR ENTERPRISES LLP,4047970,Buy,,46.73,,,,
UGROCAP,,,,,Ugro Capital Limited,POSHIKA FINANCIAL ECOSYSTEM PRIVATE LIMITED,86901660,Buy,,2.24,,,,
UHTL,,,,,,,,,,,N,SM,UNITED HEAT TRANSFER LTD,72.1
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,John Christy A,2048400,Sell,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,John Christy A,388255,Buy,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Martin Pampilly S,970000,Sell,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Martin Pampilly S,735057,Buy,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Brajesh Joseph Cherian,1165115,Buy,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Brajesh Joseph Cherian,261756,Sell,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Cini Brajesh,202400,Sell,,0.0,,,,
UJJIVANSFB,,,,,Ujjivan Small Finance Bank Limited,Ratan Jyoti,1188670,Buy,,0.0,,,,
ULTRACEMCO,"12,149.00","12,174.00","11,922.00","12,145.00",,,,,,,,,,
UMA,,,,,Uma Converter Limited,SHRADHA LODHA,96480,Buy,,,N,SM,UMA CONVERTER LIMITED,23.0
UMA,,,,,Uma Converter Limited,NIRMALA LODHA,98490,Buy,,,N,SM,UMA CONVERTER LIMITED,23.0
UMA,,,,,Uma Converter Limited,SUMER RAJ LODHA,98490,Buy,,,N,SM,UMA CONVERTER LIMITED,23.0
UMIYA-MRO,,,,,UMIYA BUILDCON LIMITED,,,,1000.0,64.18,,,,
UNIHEALTH,,,,,Unihealth Hospitals Limited,Dr.Anurag Shah,7550000,Buy,,,N,SM,UNIHEALTH HOSPITALS LTD,161.5
UNIHEALTH,,,,,Unihealth Hospitals Limited,Dr.Akshay M.Parmar,7550000,Buy,,,N,SM,UNIHEALTH HOSPITALS LTD,161.5
UNILEX,,,,,,,,,,,N,SM,UNILEX COLOURS AND CHEM L,46.0
UPL,,,,,UPL Limited,Kartik Bhatia,348000,Sell,,33.5,,,,
UPL,,,,,UPL Limited,Kartik Bhatia,698717,Sell,,33.5,,,,
UPL,,,,,UPL Limited,Jasmin Kartik Bhatia,349250,Sell,,33.5,,,,
URBAN,,,,,,,,,,,N,SM,URBAN ENVIRO WASTE MGMT L,162.5
USASEEDS,,,,,,,,,,,N,ST,UPSURGE SEEDS OF AGRI LTD,255.0
USHAFIN,,,,,,,,,,,N,SM,USHA FINANCIAL SERVICES L,45.3
USHAMART,,,,,Usha Martin Limited,NIDHI RAJGARHIA,4691500,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Suraj Ratan Lakhotia,4719413,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Suraj Ratan Lakhotia,8907242,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,NIDHI RAJGARHIA,3397040,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Peterhouse Investments India Limited,107345000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,5002792,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Suraj Ratan Lakhotia,19022770,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,RAJEEV JHAWAR,4248320,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,62802000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,6040244,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,123513000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,4088505,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,80938000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,48862500,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,3870357,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Suraj Ratan Lakhotia-H.U.F.,3466006,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,3846794,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,3921589,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Susmita Jhawar,3928907,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE INVESTMENTS LIMITED,57334500,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE INVESTMENTS LIMITED,76414000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Susmita Jhawar,4480425,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,Stuti Jhawar,3824420,Buy,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,15223200,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,19160500,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,52324650,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,57462000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,74242000,Sell,,41.76,,,,
USHAMART,,,,,Usha Martin Limited,PETERHOUSE  INVESTMENTS INDIA LIMITED,74236000,Sell,,41.76,,,,
UTSSAV,,,,,,,,,,,N,SM,UTSSAV CZ GOLD JEWELS LTD,175.05
VASCONEQ,,,,,Vascon Engineers Limited,Somnath Biswas,1360000,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,NAVIN HARI SINGH THAKUR,2534700,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,SACHIN VASANT NAIK,1571056,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,ABHIJEET PIMPLE,872920,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,ABHIJEET PIMPLE,498800,Buy,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,Somnath Biswas,1627885,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,Santosh Pursram Sundararajan,28224000,Sell,,31.11,,,,
VASCONEQ,,,,,Vascon Engineers Limited,SUMITRA ASHISH JOSHI,1226627,Sell,,31.11,,,,
VDEAL,,,,,,,,,,,N,SM,VDEAL SYSTEM LIMITED,195.0
VEDL,,,,,Vedanta Limited,,,,2095867334.0,56.38,,,,
VEEDOL,,,,,Veedol Corporation Limited,STANDARD GREASES & SPECIALITIES PRIVATE LIMITED,90044113,Buy,,64.58,,,,
VEEDOL,,,,,Veedol Corporation Limited,STANDARD GREASES & SPECIALITIES PRIVATE LIMITED,662334499,Buy,,64.58,,,,
VEEKAYEM,,,,,,,,,,,N,SM,VEEKAYEM FASH & APP LTD,288.85
VELS,,,,,,,,,,,N,SM,VELS FILM INTERNATIONAL L,41.7
VERTOZ,,,,,Vertoz Limited,Hirenkumar Rasiklal Shah,88668000,Pledge,,64.74,,,,
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,171000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,680000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,1530000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,1885750,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,352000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,350000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,354000,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,349900,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,1914600,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,511200,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,SACHIN PURUSHOTTAM PANDE,2431800,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGINFOTECH,,,,,Virtual Galaxy Infotech Limited,AVINASH NARAYANRAO SHENDE,1537900,Buy,,,N,SM,VIRTUAL GALAXY INFOTECH L,176.85
VGUARD,,,,,V-Guard Industries Limited,,,,53077.0,53.32,,,,
VGUARD,,,,,V-Guard Industries Limited,,,,53077.0,53.32,,,,
VIAZ,,,,,,,,,,,N,ST,VIAZ TYRES LIMITED,84.0
VIESL,,,,,,,,,,,N,SM,VISION INFRA EQUIP SOL L,213.5
VIGOR,,,,,,,,,,,N,SM,VIGOR PLAST INDIA LIMITED,85.0
VIKRAMSOLR,,,,,Vikram Solar Limited,Gyanesh Chaudhary Family Trust,27685010892,Pledge,,63.12,,,,
VIKRAMSOLR,,,,,Vikram Solar Limited,Gyanesh Chaudhary Family Trust,27685010892,Pledge,,63.12,,,,
VIKRAMSOLR,,,,,Vikram Solar Limited,Vikram Capital Management Private Limited,8286175376,Pledge,,63.12,,,,
VIKRAMSOLR,,,,,Vikram Solar Limited,Vikram Capital Management Private Limited,8286175376,Pledge,,63.12,,,,
VIKRAMSOLR,,,,,Vikram Solar Limited,VSL VENTURES PRIVATE LIMITED,5081820863,Pledge,,63.12,,,,
VIKRAMSOLR,,,,,Vikram Solar Limited,VSL VENTURES PRIVATE LIMITED,5081820863,Pledge,,63.12,,,,
VILAS,,,,,Vilas Transcore Limited,Nilesh Jitubhai Patel,147000,Sell,,,N,SM,VILAS TRANSCORE LIMITED,507.4
VILINBIO,,,,,,,,,,,N,SM,VILIN BIO MED LIMITED,25.8
VIMTALABS,,,,,Vimta Labs Limited,Harriman Vungal,6492500,Sell,,35.99,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Tati Sai Teja,-,-,,34.08,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Tati Sai Teja,-,-,,34.08,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Mohit Rathi,-,-,,34.08,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Mohit Rathi,-,-,,34.08,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Vishal Jethalia,-,-,,34.08,,,,
VINCOFE,,,,,Vintage Coffee And Beverages Limited,Vishal Jethalia,-,-,,34.08,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Anantha Laxmi,948277,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Penmetsa Venkata Krishnam Raju,617534,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Gaddam Venkata Ramana,4581405,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Prabhakar Raju,1550178,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Srinivasa Raju,348187,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayana Raju Bhupathiraju,989500,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Venkata Rama Gaddam,576638,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Maithili,1181746,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,ALLURI RANGA RAJU,1345298,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Srinivasa Raju,769568,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Anantha Laxmi,761363,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Penmetsa Venkata Krishnam Raju,788880,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,ALLURI RANGA RAJU,761788,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Maithili,814864,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Pericharla Kishore Raju,788880,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayana Raju Bhupathiraju,1380454,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Prabhakar Raju,824670,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Gaddam Venkata Ramana,3592016,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Srinivasa Raju,859750,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Gaddam Venkata Ramana,2751200,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Prabhakar Raju,859750,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayana Raju Bhupathiraju,832686,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayana Raju Bhupathiraju,2292960,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Venkata Rama Gaddam,2360400,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayana Raju Bhupathiraju,1493318,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,VENKATA RAMA  GADDAM,5010000,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayan Raju Bhupathiraju,1875878,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Satyanarayan Raju Bhupathiraju,637251,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,VENKATA RAMA  GADDAM,347878,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Prabhakar Raju,1565905,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Venkata Rama Gaddam,931800,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Prabhakar Raju,1075639,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Venkata Rama Gaddam,2548000,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Alluri Maithili,859950,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Valluri Varaprasada Rao,20237,Sell,,15.89,,,,
VINEETLAB,,,,,Vineet Laboratories Limited,Valluri Varaprasada Rao,110500,Sell,,15.89,,,,
VINSYS,,,,,,,,,,,N,SM,VINSYS IT SERVICES IND LT,417.0
VINYAS,,,,,Vinyas Innovative Technologies Limited,NARENDRA NARAYANAN,50050000,Buy,,,N,SM,VINYAS INNOVATIVE TECH L,1201.65
VINYAS,,,,,Vinyas Innovative Technologies Limited,NARENDRA SUMKH,50050000,Buy,,,N,SM,VINYAS INNOVATIVE TECH L,1201.65
VIPIND,,,,,VIP Industries Limited,Multiples Private Equity Gift Fund IV,1223154868,Buy,,49.73,,,,
VIPIND,,,,,VIP Industries Limited,Multiples Private Equity Fund IV,1109115072,Buy,,49.73,,,,
VIPIND,,,,,VIP Industries Limited,Kiddy Plast Ltd,421885592,Sell,,49.73,,,,
VIPIND,,,,,VIP Industries Limited,Piramal Vibhuti Investments Limited,3009974172,Sell,,49.73,,,,
VISAKAIND,,,,,Visaka Industries Limited,G VIVEK VENKATSWAMY,168800000,Pledge Revoke,,53.24,,,,
VISAMAN,,,,,,,,,,,G,ST,VISAMAN GLOBAL SALES LTD,118.6
VISHNUINFR,,,,,,,,,,,N,SM,VISHNUSURYA PROJ N INFR L,168.0
VISHWAS,,,,,,,,,,,N,SM,VISHWAS AGRI SEEDS LTD,59.0
VITAL,,,,,,,,,,,N,SM,VITAL CHEMTECH LIMITED,60.0
VIVIANA,,,,,,,,,,,N,SM,VIVIANA POWER TECH LTD,1607.35
VLINFRA,,,,,V.L.Infraprojects Limited,Mydhili Rajagopal Reddy,577200,Buy,,,N,SM,V.L.INFRAPROJECTS LIMITED,35.0
VLINFRA,,,,,V.L.Infraprojects Limited,Rajagopal Reddy Annam Reddy,1101750,Buy,,,N,SM,V.L.INFRAPROJECTS LIMITED,35.0
VMARCIND,,,,,,,,,,,N,SM,V MARC INDIA LIMITED,427.0
VOLERCAR,,,,,,,,,,,N,ST,VOLER CAR LIMITED,236.9
VOLTAMP,,,,,Voltamp Transformers Limited,Kunjal L. Patel,5965683827,Sell,,30.0,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,22202500,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,139050500,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,145650000,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,82728006,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,9148354,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,114609000,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Manohar Lal Punglia,8022400,Pledge,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Ajay Pungalia,123805000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Anil Pungalia,63000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Vishnu Prakash Punglia,135600000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Kamal Kishor Pungalia,134406000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Sanjay Kumar Punglia,164741600,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Kamal Kishor Pungalia,3604800,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Sanjay Kumar Punglia,65974040,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Vishnu Prakash Punglia,18000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Ajay Pungalia,42000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Vishnu Prakash Punglia,60000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Kamal Kishor Pungalia,193404400,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Sanjay Kumar Punglia,72000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Vishnu Prakash Punglia,72000000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,Ajay Pungalia,60005000,Sell,,58.66,,,,
VPRPL,,,,,Vishnu Prakash R Punglia Limited,AJAY PUNGALIA,140000000,Sell,,58.66,,,,
VR,,,,,,,,,,,N,SM,V R INFRASPACE LIMITED,204.0
WALPAR,,,,,,,,,,,N,SM,WALPAR NUTRITIONS LIMITED,39.85
WANBURY,,,,,Wanbury Limited,SBICAP Trustee Company Limited,28,Pledge Revoke,,39.63,,,,
WANBURY,,,,,Wanbury Limited,SBICAP Trustee Company Limited,28,Pledge Revoke,,43.09,,,,
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,3792434,Buy,,72.56,,,,
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,1010868,Buy,,72.56,,,,
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,24928252,Buy,,72.56,,,,
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,2954623,Buy,,72.56,,,,
WCIL,,,,,Western Carriers (India) Limited,KANISHKA SETHIA,13188260,Buy,,72.56,,,,
WCIL,,,,,Western Carriers (India) Limited,RAJENDRA SETHIA,33593764,Buy,,72.56,,,,
